,Toh Numbers,,ཆོས་ཚན།,,མཆན།,མཚན་བྱང་རྐྱང་པ།,Taiwan Tengyur Calculator,ཀུན་གསལ་མེ་ལོང་།,,རབ་བརྟན་གྱི་མཆན།,དབུ།,First Images,རྒྱབ་འདུན།,དབུ་ཤོག་ཐིག་གྲངས།,ཤོག་ངོས་གཞན་གྱི་ཐིག་གྲངས།,ཞབས།,རྒྱབ་འདུན།,ཞབས་ཀྱི་ཐིག་གྲངས།,ཤོག་ངོས་༡ པོའི་ཐིག་གྲངས།,ཤོག་ངོས་༢ པའི་ཐིག་གྲངས།,,,,,
2-17,T1307,2-17_བདག་མེད་མ་ལྷ་མོ་བཅོ་ལྔ་ལ་བསྟོད་པ།.txt,2-17_བདག་མེད་མ་ལྷ་མོ་བཅོ་ལྔ་ལ་བསྟོད་པ།_conc.txt,,,བདག་མེད་མ་ལྷ་མོ་བཅོ་ལྔ་ལ་བསྟོད་པ,༡༣༠༧་རྒྱུད་ཏ,རྒྱུད། ཞུ། 42,1307,,,http://iiif.bdrc.io/bdr:V23703_I1326::13260436.tif/full/full/0/default.jpg,,,,,,,,,,,,,
217,T3052,217_གཤིན་རྗེ་གཤེད་པོ་སྒྲུབ་པའི་ཐབས།.txt,217_གཤིན་རྗེ་གཤེད་པོ་སྒྲུབ་པའི་ཐབས།_conc.txt,,,གཤིན་རྗེ་གཤེད་པོ་སྒྲུབ་པའི་ཐབས,༣༠༥༢་རྒྱུད་པུ,རྒྱུད། པུ། 38,3052,,,http://iiif.bdrc.io/bdr:V23703_I1390::13900211.tif/full/full/0/default.jpg,,,,,,,,,,,,,
2-18,T3844,2-18_ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།.txt,2-18_ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།_conc.txt,,,ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ,༣༨༤༤་དབུ་མ་ཙ,དབུ་མ། ཙ 57,3844,,,http://iiif.bdrc.io/bdr:V23703_I1412::14120566.tif/full/full/0/default.jpg,,,,,,,,,,,,,
2-19,T3845,2-19_ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པའི་འགྲེལ་པ།.txt,2-19_ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པའི་འགྲེལ་པ།_conc.txt,,,ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པའི་འགྲེལ་པ,༣༨༤༥་དབུ་མ་ཙ,དབུ་མ། ཙ 57,3845,,,http://iiif.bdrc.io/bdr:V23703_I1412::14120566.tif/full/full/0/default.jpg,,,,,,,,,,,,,
,T1610,2-1 རྣལ་འབྱོར་གྱི་རྒྱུད་དཔལ་གདན་བཞི་པའི་སྒྲུབ་ཐབས།.txt,2-1 རྣལ་འབྱོར་གྱི་རྒྱུད་དཔལ་གདན་བཞི་པའི་སྒྲུབ་ཐབས།_conc.txt,,,རྣལ་འབྱོར་གྱི་རྒྱུད་དཔལ་གདན་བཞི་པའི་སྒྲུབ་ཐབས,༡༦༡༠་རྒྱུད་ཡ,རྒྱུད། ཡ 13,1610,,,http://iiif.bdrc.io/bdr:V23703_I1341::13410148.tif/full/full/0/default.jpg,,,,,,,,,,,,,
2-20,T3846,2-20_བསྟན་བཅོས་བཞི་བརྒྱ་པ་ཞེས་བྱ་བའི་ཚིག་ལེའུར་བྱས་པ།.txt,2-20_བསྟན་བཅོས་བཞི་བརྒྱ་པ་ཞེས་བྱ་བའི་ཚིག་ལེའུར་བྱས་པ།_conc.txt,,,བསྟན་བཅོས་བཞི་བརྒྱ་པ་ཞེས་བྱ་བའི་ཚིག་ལེའུར་བྱས་པ,༣༨༤༦་དབུ་མ་ཚ,དབུ་མ། ཚ 57,3846,,,http://iiif.bdrc.io/bdr:V23703_I1413::14130003.tif/full/full/0/default.jpg,,,,,,,,,,,,,
,T3847,2-21 འཁྲུལ་པ་བཟློག་པའི་རིགས་པ་གཏན་ཚིགས་གྲུབ་པ།.txt,2-21 འཁྲུལ་པ་བཟློག་པའི་རིགས་པ་གཏན་ཚིགས་གྲུབ་པ།_conc.txt,,,འཁྲུལ་པ་བཟློག་པའི་རིགས་པ་གཏན་ཚིགས་གྲུབ་པ,༣༨༤༧་དབུ་མ་ཚ,དབུ་མ། ཚ 57,3847,,,http://iiif.bdrc.io/bdr:V23703_I1413::14130040.tif/full/full/0/default.jpg,,,,,,,,,,,,,
2-22,T3848,2-22_རབ་ཏུ་བྱེད་པ་ལག་པའི་ཚད་ཀྱི་ཚིག་ལེའུར་བྱས་པ།.txt,2-22_རབ་ཏུ་བྱེད་པ་ལག་པའི་ཚད་ཀྱི་ཚིག་ལེའུར་བྱས་པ།_conc.txt,,,རབ་ཏུ་བྱེད་པ་ལག་པའི་ཚད་ཀྱི་ཚིག་ལེའུར་བྱས་པ,༣༨༤༨་དབུ་མ་ཚ,དབུ་མ། ཚ 57,3848,,,http://iiif.bdrc.io/bdr:V23703_I1413::14130046.tif/full/full/0/default.jpg,,,,,,,,,,,,,
2-23,T3849,2-23_ལག་པའི་ཚད་ཀྱི་འགྲེལ་པ།.txt,2-23_ལག་པའི་ཚད་ཀྱི་འགྲེལ་པ།_conc.txt,,,ལག་པའི་ཚད་ཀྱི་འགྲེལ་པ,༣༨༤༩་དབུ་མ་ཚ,དབུ་མ། ཚ 57,3849,,,http://iiif.bdrc.io/bdr:V23703_I1413::14130046.tif/full/full/0/default.jpg,,,,,,,,,,,,,
2-24,T3850,2-24_དབུ་མ་འཁྲུལ་པ་འཇོམས་པ།.txt,2-24_དབུ་མ་འཁྲུལ་པ་འཇོམས་པ།_conc.txt,,,དབུ་མ་འཁྲུལ་པ་འཇོམས་པ,༣༨༥༠་དབུ་མ་ཚ,དབུ་མ། ཚ 57,3850,,,http://iiif.bdrc.io/bdr:V23703_I1413::14130049.tif/full/full/0/default.jpg,,,,,,,,,,,,,
2-25,T3851,2-25_ཡེ་ཤེས་སྙིང་པོ་ཀུན་ལས་བཏུས་པ།.txt,2-25_ཡེ་ཤེས་སྙིང་པོ་ཀུན་ལས་བཏུས་པ།_conc.txt,,,ཡེ་ཤེས་སྙིང་པོ་ཀུན་ལས་བཏུས་པ,༣༨༥༡་དབུ་མ་ཚ,དབུ་མ། ཚ 57,3851,,,http://iiif.bdrc.io/bdr:V23703_I1413::14130054.tif/full/full/0/default.jpg,,,,,,,,,,,,,
2-2,T1612,2-2_ཡེ་ཤེས་དབང་ཕྱུག་མའི་སྒྲུབ་ཐབས།.txt,2-2_ཡེ་ཤེས་དབང་ཕྱུག་མའི་སྒྲུབ་ཐབས།_conc.txt,,,ཡེ་ཤེས་དབང་ཕྱུག་མའི་སྒྲུབ་ཐབས,༡༦༡༢་རྒྱུད་ཡ,རྒྱུད། ཡ 13,1612,,,http://iiif.bdrc.io/bdr:V23703_I1341::13410208.tif/full/full/0/default.jpg,,,,,,,,,,,,,
2-31,N3794,2-31_ཁྲོ་བོ་རེག་ཚིག་གི་བསྒྲུབ་པའི་ཐབས།.txt,2-31_ཁྲོ་བོ་རེག་ཚིག་གི་བསྒྲུབ་པའི་ཐབས།_conc.txt,,,ཁྲོ་བོ་རེག་ཚིག་གི་བསྒྲུབ་པའི་ཐབས,-,རྒྱུད། ཨུ 47,,,,,,,,,,,,,,,,,
2-32,N3795,2-32_རེག་འབིགས་མའི་སྒྲུབ་ཐབས།.txt,2-32_རེག་འབིགས་མའི་སྒྲུབ་ཐབས།_conc.txt,,,རེག་འབིགས་མའི་བསྒྲུབ་ཐབས,-,རྒྱུད། ཨུ 47,,,,,,,,,,,,,,,,,
2-33,N3796,2-33_སྐལ་འཇོག་དབང་གི་ཆོ་ག.txt,2-33_སྐལ་འཇོག་དབང་གི་ཆོ་ག_conc.txt,,,སྐལ་འཇོག་དབང་གི་ཆོ་ག,-,རྒྱུད། ཨུ 47,,,,,,,,,,,,,,,,,
2-34,N3797,2-34_ཁྲོ་བོ་རེག་ཚིག་གི་དམ་ཚིག་གསང་བའི་སྒྲུབ་ཐབས།.txt,2-34_ཁྲོ་བོ་རེག་ཚིག་གི་དམ་ཚིག་གསང་བའི་སྒྲུབ་ཐབས།_conc.txt,,,ཁྲོ་བོ་རེག་ཚིག་གི་དམ་ཚིག་གསང་བའི་བསྒྲུབ་ཐབས,-,རྒྱུད། ཨུ 47,,,,,,,,,,,,,,,,,
2-35,N3798,2-35_ཁྲོ་བོ་རེག་ཚིག་གི་སྦྱིན་སྲེག་གི་ཆོ་ག.txt,2-35_ཁྲོ་བོ་རེག་ཚིག་གི་སྦྱིན་སྲེག་གི་ཆོ་ག_conc.txt,,,ཁྲོ་བོ་རེག་ཚིག་གི་སྦྱིན་སྲེག་གི་ཆོ་ག,-,རྒྱུད། ཨུ 47,,,,,,,,,,,,,,,,,
2-36,N3800,2-36_ལྷ་ཆེན་པོ་གསུམ་གྱི་སྒྲུབ་ཐབས།.txt,2-36_ལྷ་ཆེན་པོ་གསུམ་གྱི་སྒྲུབ་ཐབས།_conc.txt,,,ལྷ་ཆེན་པོ་གསུམ་གྱི་བསྒྲུབ་ཐབས,-,རྒྱུད། ཨུ 47,,,,,,,,,,,,,,,,,
2-3,T1613,2-3_རྒྱུད་ཀྱི་རྒྱལ་པོ་དཔལ་གདན་བཞི་པ་ཞེས་བྱ་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་སྙིང་པོ་མདོར་བསགས་པ་.txt,2-3_རྒྱུད་ཀྱི་རྒྱལ་པོ་དཔལ་གདན་བཞི་པ་ཞེས་བྱ་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་སྙིང་པོ་མདོར་བསགས་པ་_conc.txt,,,རྒྱུད་ཀྱི་རྒྱལ་པོ་དཔལ་གདན་བཞི་པ་ཞེས་བྱ་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་སྙིང་པོ་མདོར་བསགས་པ,༡༦༡༣་རྒྱུད་ཡ,རྒྱུད། ཡ 13,1613,,,http://iiif.bdrc.io/bdr:V23703_I1341::13410227.tif/full/full/0/default.jpg,,,,,,,,,,,,,
,T1614,2-4 དཔལ་གདན་བཞི་པའི་ཟབ་དོན་སྟོན་པ་ཤིང་གཅིག་གི་དཀའ་འགྲེལ་བཞུགས།.txt,2-4 དཔལ་གདན་བཞི་པའི་ཟབ་དོན་སྟོན་པ་ཤིང་གཅིག་གི་དཀའ་འགྲེལ་བཞུགས།_conc.txt,,,དཔལ་གདན་བཞི་པའི་ཟབ་དོན་སྟོན་པ་ཤིང་གཅིག་གི་དཀའ་འགྲེལ,༡༦༡༤་རྒྱུད་ཡ,རྒྱུད། ཡ 13,1614,,,http://iiif.bdrc.io/bdr:V23703_I1341::13410277.tif/full/full/0/default.jpg,,,,,,,,,,,,,
2-5,T1615,2-5_རྡོ་རྗེ་དྲིལ་ཐབས་ཀྱིས་མཆོད་པའི་ཐབས་ཀྱི་རིམ་པ།.txt,2-5_རྡོ་རྗེ་དྲིལ་ཐབས་ཀྱིས་མཆོད་པའི་ཐབས་ཀྱི་རིམ་པ།_conc.txt,,,རྡོ་རྗེ་དྲིལ་ཐབས་ཀྱི་མཆོད་པའི་ཐབས་ཀྱི་རིམ་པ,༡༦༡༥་རྒྱུད་ཡ,རྒྱུད། ཡ 13,1615,,,http://iiif.bdrc.io/bdr:V23703_I1341::13410285.tif/full/full/0/default.jpg,,,,,,,,,,,,,
261,T1558,261_རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས།.txt,261_རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས།_conc.txt,,,རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས,༡༥༥༨་རྒྱུད་ཟ,རྒྱུད། ཞུ། 42,1558,,,http://iiif.bdrc.io/bdr:V23703_I1339::13390429.tif/full/full/0/default.jpg,,,,,,,,,,,,,
269,N3628,269_འཕགས་པ་ཡི་གེ་དྲུག་པའི་སྒྲུབ་ཐབས།.txt,269_འཕགས་པ་ཡི་གེ་དྲུག་པའི་སྒྲུབ་ཐབས།_conc.txt,,,འཕགས་པ་ཡི་གེ་དྲུག་པའི་སྒྲུབ་ཐབས,-,རྒྱུད། ཧུ། 47,,,,,,,,,,,,,,,,,
2-6,T1794,2-6_སྒྲོན་མ་གསལ་བ་ཞེས་བྱ་བའི་འགྲེལ་བཤད།.txt,2-6_སྒྲོན་མ་གསལ་བ་ཞེས་བྱ་བའི་འགྲེལ་བཤད།_conc.txt,,,སྒྲོན་མ་གསལ་བ་ཞེས་བྱ་བའི་འགྲེལ་བཤད,༡༧༩༤་རྒྱུད་ཁི,རྒྱུད། ཁི། 17,1794,,,http://iiif.bdrc.io/bdr:V23703_I1349::13490311.tif/full/full/0/default.jpg,,,,,,,,,,,,,
271,N3645,271_སྔགས་ཀྱི་དོན་འཇུག་པ།.txt,271_སྔགས་ཀྱི་དོན་འཇུག་པ།_conc.txt,,,སྔགས་ཀྱི་དོན་འཇུག་པ,-,རྒྱུད། ཧུ 47,,,,,,,,,,,,,,,,,
272,N3646,272_དབང་གི་མན་ངག.txt,272_དབང་གི་མན་ངག_conc.txt,,,དབང་གི་མན་ངག,-,རྒྱུད། ཧུ 47,,,,,,,,,,,,,,,,,
273,N3647,273_དམ་ཚིག་སྦས་པ།.txt,273_དམ་ཚིག་སྦས་པ།_conc.txt,,,དམ་ཚིག་སྦས་པ,-,རྒྱུད། ཧུ 47,,,,,,,,,,,,,,,,,
275,N3649,275_ཆུ་གཏོར་གྱི་ཆོ་ག.txt,275_ཆུ་གཏོར་གྱི་ཆོ་ག_conc.txt,,,ཆུ་གཏོར་གྱི་ཆོ་ག,༣༧༧༥་རྒྱུད་ཚུ,རྒྱུད། ཚུ 41,3775,,,,,,,,,,,,,,,,
276,N3650,276_སྦྱིན་སྲེག་གི་ཆོ་ག.txt,276_སྦྱིན་སྲེག་གི་ཆོ་ག_conc.txt,,,སྦྱིན་སྲེག་གི་ཆོ་ག,༡༥༠༢་རྒྱུད་ཞ,རྒྱུད། ཇུ 34,1502,,,,,,,,,,,,,,,,
277,N3651,277_ལྷ་མཆོད་པའི་རིམ་པ།.txt,277_ལྷ་མཆོད་པའི་རིམ་པ།_conc.txt,,,ལྷ་མཆོད་པའི་རིམ་པ,-,རྒྱུད། ཧུ། 47,,,,,,,,,,,,,,,,,
278,N3652,278_ཚེ་བསྒྲུབ་པའི་ཐབས།.txt,278_ཚེ་བསྒྲུབ་པའི་ཐབས།_conc.txt,,,ཚེ་བསྒྲུབ་པའི་ཐབས,-,རྒྱུད། ཧུ། 47,,,,,,,,,,,,,,,,,
279,N3653,279_འཆི་བ་སླུ་བ།.txt,279_འཆི་བ་སླུ་བ།_conc.txt,,,འཆི་བ་སླུ་བ,-,རྒྱུད། ཧུ། 47,,,,,,,,,,,,,,,,,
2-7,T1803,2-7_སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ།.txt,2-7_སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ།_conc.txt,,,སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ,༡༨༠༣་རྒྱུད་ངི,རྒྱུད། ངི 18,1803,,,http://iiif.bdrc.io/bdr:V23703_I1351::13510115.tif/full/full/0/default.jpg,,,,,,,,,,,,,
280,N3654,280_འཆི་ཀ་མའི་བསྟན་བཅོས།.txt,280_འཆི་ཀ་མའི་བསྟན་བཅོས།_conc.txt,,,འཆི་ཀ་མའི་བསྟན་བཅོས,-,རྒྱུད། ཧུ། 47,,,,,,,,,,,,,,,,,
281,T1328,281_རོ་བསྲེག་པའི་ཆོ་ག.txt,281_རོ་བསྲེག་པའི་ཆོ་ག_conc.txt,,,རོ་བསྲེག་པའི་ཆོ་ག,༡༣༢༨་རྒྱུད་ཏ,རྒྱུད། ངི 18,1328,,,http://iiif.bdrc.io/bdr:V23703_I1326::13260567.tif/full/full/0/default.jpg,,,,,,,,,,,,,
282,T1640,282_བདུན་ཚིགས་ཀྱི་ཆོ་ག.txt,282_བདུན་ཚིགས་ཀྱི་ཆོ་ག_conc.txt,,,བདུན་ཚིགས་ཀྱི་ཆོ་ག,༡༦༤༠་རྒྱུད་ཡ,རྒྱུད། ཧུ། 47,1640,,,http://iiif.bdrc.io/bdr:V23703_I1341::13410537.tif/full/full/0/default.jpg,,,,,,,,,,,,,
283,N3657,283_ཚ་ཚྭའི་ཆོ་ག།.txt,283_ཚ་ཚྭའི་ཆོ་ག།_conc.txt,,,ཚ་ཚྭའི་ཆོ་ག,-,རྒྱུད། ཧུ། 47,,,,,,,,,,,,,,,,,
284,T1693,284_འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ།.txt,284_འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ།_conc.txt,,,འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ,༡༦༩༣་རྒྱུད་ཤ,རྒྱུད། མུ 40,1693,,,http://iiif.bdrc.io/bdr:V23703_I1344::13440100.tif/full/full/0/default.jpg,,,,,,,,,,,,,
2-8,T1804,2-8_སེམས་ཀྱི་སྒྲིབ་པ་རྣམ་པར་སྦྱོང་བ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།.txt,2-8_སེམས་ཀྱི་སྒྲིབ་པ་རྣམ་པར་སྦྱོང་བ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།_conc.txt,,,སེམས་ཀྱི་སྒྲིབ་པ་རྣམ་པར་སྦྱོང་བ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ,༡༨༠༤་རྒྱུད་ངི,རྒྱུད། ངི 18,1804,,,http://iiif.bdrc.io/bdr:V23703_I1351::13510214.tif/full/full/0/default.jpg,,,,,,,,,,,,,
290,N3732,290_ཡེ་ཤེས་མགོན་པོ་གྲི་གུག་ཅན་གྱི་བདག་བསྐྱེད་བཟླས་པ་བསྟོད་པ།.txt,290_ཡེ་ཤེས་མགོན་པོ་གྲི་གུག་ཅན་གྱི་བདག་བསྐྱེད་བཟླས་པ་བསྟོད་པ།_conc.txt,,,ཡེ་ཤེས་མགོན་པོ་གྲི་གུག་ཅན་གྱི་བདག་བསྐྱེད་བཟླས་པ་བསྟོད་པ,-,རྒྱུད། ཨུ 47,,,,,,,,,,,,,,,,,
293,N3770,293_ཤིན་ཏུ་མྱུར་བའི་ལྷ་ཆེན་པོ་བགེགས་ཀྱི་རྒྱལ་པོའི་སྒྲུབ་ཐབས།.txt,293_ཤིན་ཏུ་མྱུར་བའི་ལྷ་ཆེན་པོ་བགེགས་ཀྱི་རྒྱལ་པོའི་སྒྲུབ་ཐབས།_conc.txt,,,ཤིན་ཏུ་མྱུར་བའི་ལྷ་ཆེན་པོ་བགེགས་ཀྱི་རྒྱལ་པོའི་སྒྲུབ་ཐབས,-,རྒྱུད། ཨུ། 47,,,,,,,,,,,,,,,,,
294,N3775,294_དཔལ་ཚོགས་ཀྱི་བདག་པོ་ཞི་བའི་སྒྲུབ་ཐབས།.txt,294_དཔལ་ཚོགས་ཀྱི་བདག་པོ་ཞི་བའི་སྒྲུབ་ཐབས།_conc.txt,,,དཔལ་ཚོགས་ཀྱི་བདག་པོ་ཞི་བའི་སྒྲུབ་ཐབས,-,རྒྱུད། ཨུ 47,,,,,,,,,,,,,,,,,
295,N3779,295_ཚོགས་ཀྱི་བདག་པོའི་གསང་བའི་སྒྲུབ་ཐབས།.txt,295_ཚོགས་ཀྱི་བདག་པོའི་གསང་བའི་སྒྲུབ་ཐབས།_conc.txt,,,ཚོགས་ཀྱི་བདག་པོའི་གསང་བའི་སྒྲུབ་ཐབས,-,རྒྱུད། ཨུ 47,,,,,,,,,,,,,,,,,
